,mandatory_missing,legacy_current_default,bl_span_practical,bl_span_comfortable,bl_span_relative,bl_crossing,bl_step_crossing,bl_rate_q995,bl_rate_q990,bl_rate_q975,bl_hmm_disagreement,bl_practical_or_rate995,bl_practical_or_crossing,bl_two_signal_strict,wl_model_agreement,wl_strict_obvious,hy_direct_plus_corroborated,hy_two_of_three_families,hy_hierarchical,ni_k2_r1,ni_k2_r2,ni_k2_r4,ni_k3_r1,ni_k3_r2,ni_k3_r4,ni_k5_r1,ni_k5_r2,ni_k5_r4,ni_w5_q995,ni_w5_q990,ni_w5_q975,ni_w9_q995,ni_w9_q990,ni_w9_q975,ni_w17_q995,ni_w17_q990,ni_w17_q975,mandatory_missing__ni_k2_r1,mandatory_missing__ni_k2_r2,mandatory_missing__ni_k2_r4,mandatory_missing__ni_k3_r1,mandatory_missing__ni_k3_r2,mandatory_missing__ni_k3_r4,mandatory_missing__ni_k5_r1,mandatory_missing__ni_k5_r2,mandatory_missing__ni_k5_r4,legacy_current_default__ni_k2_r1,legacy_current_default__ni_k2_r2,legacy_current_default__ni_k2_r4,legacy_current_default__ni_k3_r1,legacy_current_default__ni_k3_r2,legacy_current_default__ni_k3_r4,legacy_current_default__ni_k5_r1,legacy_current_default__ni_k5_r2,legacy_current_default__ni_k5_r4,bl_span_practical__ni_k2_r1,bl_span_practical__ni_k2_r2,bl_span_practical__ni_k2_r4,bl_span_practical__ni_k3_r1,bl_span_practical__ni_k3_r2,bl_span_practical__ni_k3_r4,bl_span_practical__ni_k5_r1,bl_span_practical__ni_k5_r2,bl_span_practical__ni_k5_r4,bl_span_comfortable__ni_k2_r1,bl_span_comfortable__ni_k2_r2,bl_span_comfortable__ni_k2_r4,bl_span_comfortable__ni_k3_r1,bl_span_comfortable__ni_k3_r2,bl_span_comfortable__ni_k3_r4,bl_span_comfortable__ni_k5_r1,bl_span_comfortable__ni_k5_r2,bl_span_comfortable__ni_k5_r4,bl_span_relative__ni_k2_r1,bl_span_relative__ni_k2_r2,bl_span_relative__ni_k2_r4,bl_span_relative__ni_k3_r1,bl_span_relative__ni_k3_r2,bl_span_relative__ni_k3_r4,bl_span_relative__ni_k5_r1,bl_span_relative__ni_k5_r2,bl_span_relative__ni_k5_r4,bl_crossing__ni_k2_r1,bl_crossing__ni_k2_r2,bl_crossing__ni_k2_r4,bl_crossing__ni_k3_r1,bl_crossing__ni_k3_r2,bl_crossing__ni_k3_r4,bl_crossing__ni_k5_r1,bl_crossing__ni_k5_r2,bl_crossing__ni_k5_r4,bl_step_crossing__ni_k2_r1,bl_step_crossing__ni_k2_r2,bl_step_crossing__ni_k2_r4,bl_step_crossing__ni_k3_r1,bl_step_crossing__ni_k3_r2,bl_step_crossing__ni_k3_r4,bl_step_crossing__ni_k5_r1,bl_step_crossing__ni_k5_r2,bl_step_crossing__ni_k5_r4,bl_rate_q995__ni_k2_r1,bl_rate_q995__ni_k2_r2,bl_rate_q995__ni_k2_r4,bl_rate_q995__ni_k3_r1,bl_rate_q995__ni_k3_r2,bl_rate_q995__ni_k3_r4,bl_rate_q995__ni_k5_r1,bl_rate_q995__ni_k5_r2,bl_rate_q995__ni_k5_r4,bl_rate_q990__ni_k2_r1,bl_rate_q990__ni_k2_r2,bl_rate_q990__ni_k2_r4,bl_rate_q990__ni_k3_r1,bl_rate_q990__ni_k3_r2,bl_rate_q990__ni_k3_r4,bl_rate_q990__ni_k5_r1,bl_rate_q990__ni_k5_r2,bl_rate_q990__ni_k5_r4,bl_rate_q975__ni_k2_r1,bl_rate_q975__ni_k2_r2,bl_rate_q975__ni_k2_r4,bl_rate_q975__ni_k3_r1,bl_rate_q975__ni_k3_r2,bl_rate_q975__ni_k3_r4,bl_rate_q975__ni_k5_r1,bl_rate_q975__ni_k5_r2,bl_rate_q975__ni_k5_r4,bl_hmm_disagreement__ni_k2_r1,bl_hmm_disagreement__ni_k2_r2,bl_hmm_disagreement__ni_k2_r4,bl_hmm_disagreement__ni_k3_r1,bl_hmm_disagreement__ni_k3_r2,bl_hmm_disagreement__ni_k3_r4,bl_hmm_disagreement__ni_k5_r1,bl_hmm_disagreement__ni_k5_r2,bl_hmm_disagreement__ni_k5_r4,bl_practical_or_rate995__ni_k2_r1,bl_practical_or_rate995__ni_k2_r2,bl_practical_or_rate995__ni_k2_r4,bl_practical_or_rate995__ni_k3_r1,bl_practical_or_rate995__ni_k3_r2,bl_practical_or_rate995__ni_k3_r4,bl_practical_or_rate995__ni_k5_r1,bl_practical_or_rate995__ni_k5_r2,bl_practical_or_rate995__ni_k5_r4,bl_practical_or_crossing__ni_k2_r1,bl_practical_or_crossing__ni_k2_r2,bl_practical_or_crossing__ni_k2_r4,bl_practical_or_crossing__ni_k3_r1,bl_practical_or_crossing__ni_k3_r2,bl_practical_or_crossing__ni_k3_r4,bl_practical_or_crossing__ni_k5_r1,bl_practical_or_crossing__ni_k5_r2,bl_practical_or_crossing__ni_k5_r4,bl_two_signal_strict__ni_k2_r1,bl_two_signal_strict__ni_k2_r2,bl_two_signal_strict__ni_k2_r4,bl_two_signal_strict__ni_k3_r1,bl_two_signal_strict__ni_k3_r2,bl_two_signal_strict__ni_k3_r4,bl_two_signal_strict__ni_k5_r1,bl_two_signal_strict__ni_k5_r2,bl_two_signal_strict__ni_k5_r4,wl_model_agreement__ni_k2_r1,wl_model_agreement__ni_k2_r2,wl_model_agreement__ni_k2_r4,wl_model_agreement__ni_k3_r1,wl_model_agreement__ni_k3_r2,wl_model_agreement__ni_k3_r4,wl_model_agreement__ni_k5_r1,wl_model_agreement__ni_k5_r2,wl_model_agreement__ni_k5_r4,wl_strict_obvious__ni_k2_r1,wl_strict_obvious__ni_k2_r2,wl_strict_obvious__ni_k2_r4,wl_strict_obvious__ni_k3_r1,wl_strict_obvious__ni_k3_r2,wl_strict_obvious__ni_k3_r4,wl_strict_obvious__ni_k5_r1,wl_strict_obvious__ni_k5_r2,wl_strict_obvious__ni_k5_r4,hy_direct_plus_corroborated__ni_k2_r1,hy_direct_plus_corroborated__ni_k2_r2,hy_direct_plus_corroborated__ni_k2_r4,hy_direct_plus_corroborated__ni_k3_r1,hy_direct_plus_corroborated__ni_k3_r2,hy_direct_plus_corroborated__ni_k3_r4,hy_direct_plus_corroborated__ni_k5_r1,hy_direct_plus_corroborated__ni_k5_r2,hy_direct_plus_corroborated__ni_k5_r4,hy_two_of_three_families__ni_k2_r1,hy_two_of_three_families__ni_k2_r2,hy_two_of_three_families__ni_k2_r4,hy_two_of_three_families__ni_k3_r1,hy_two_of_three_families__ni_k3_r2,hy_two_of_three_families__ni_k3_r4,hy_two_of_three_families__ni_k5_r1,hy_two_of_three_families__ni_k5_r2,hy_two_of_three_families__ni_k5_r4,hy_hierarchical__ni_k2_r1,hy_hierarchical__ni_k2_r2,hy_hierarchical__ni_k2_r4,hy_hierarchical__ni_k3_r1,hy_hierarchical__ni_k3_r2,hy_hierarchical__ni_k3_r4,hy_hierarchical__ni_k5_r1,hy_hierarchical__ni_k5_r2,hy_hierarchical__ni_k5_r4
bl_rate_q990__ni_k5_r2,0.0,1499.0,278.0,799.0,5143.0,62.0,16.0,4745.0,6351.0,6373.0,3246.0,5007.0,278.0,2698.0,3246.0,7318.0,2763.0,2960.0,2820.0,910.0,1701.0,2321.0,684.0,1283.0,1490.0,580.0,1149.0,1167.0,90.0,90.0,467.0,299.0,680.0,680.0,396.0,617.0,861.0,910.0,1701.0,2321.0,684.0,1283.0,1490.0,580.0,1149.0,1167.0,1634.0,1900.0,2501.0,1499.0,1499.0,1703.0,1499.0,1499.0,1515.0,995.0,1720.0,2339.0,794.0,1303.0,1510.0,701.0,1171.0,1189.0,1447.0,2102.0,2672.0,1260.0,1723.0,1918.0,1174.0,1606.0,1624.0,5499.0,5790.0,5926.0,5431.0,5707.0,5746.0,5395.0,5687.0,5688.0,928.0,1703.0,2323.0,707.0,1286.0,1493.0,604.0,1152.0,1170.0,916.0,1701.0,2321.0,691.0,1283.0,1490.0,587.0,1149.0,1167.0,5507.0,6040.0,6191.0,5388.0,5922.0,5982.0,5323.0,5887.0,5892.0,7053.0,7492.0,7492.0,6977.0,7492.0,7492.0,6928.0,7492.0,7492.0,7067.0,7492.0,7492.0,6991.0,7492.0,7492.0,6943.0,7492.0,7492.0,3603.0,3987.0,4359.0,3492.0,3728.0,3852.0,3444.0,3648.0,3658.0,5578.0,6045.0,6195.0,5484.0,5928.0,5988.0,5428.0,5893.0,5898.0,995.0,1720.0,2339.0,794.0,1303.0,1510.0,701.0,1171.0,1189.0,3368.0,3990.0,4362.0,3224.0,3732.0,3856.0,3151.0,3653.0,3663.0,3603.0,3987.0,4359.0,3492.0,3728.0,3852.0,3444.0,3648.0,3658.0,7417.0,7492.0,7492.0,7405.0,7492.0,7492.0,7397.0,7492.0,7492.0,3395.0,3990.0,4362.0,3254.0,3732.0,3856.0,3184.0,3653.0,3663.0,3598.0,4174.0,4521.0,3461.0,3941.0,4061.0,3393.0,3872.0,3882.0,3415.0,3990.0,4362.0,3278.0,3732.0,3856.0,3209.0,3653.0,3663.0
bl_rate_q990__ni_k5_r4,0.0,1735.0,465.0,1071.0,5689.0,110.0,32.0,4745.0,6351.0,6396.0,3946.0,5194.0,465.0,2840.0,3946.0,8225.0,2950.0,3151.0,3066.0,1104.0,2052.0,3401.0,749.0,1424.0,2570.0,580.0,1149.0,2247.0,102.0,102.0,578.0,336.0,811.0,811.0,564.0,937.0,1414.0,1104.0,2052.0,3401.0,749.0,1424.0,2570.0,580.0,1149.0,2247.0,1970.0,2323.0,3581.0,1735.0,1735.0,2783.0,1735.0,1735.0,2595.0,1333.0,2186.0,3419.0,1033.0,1602.0,2590.0,888.0,1358.0,2269.0,1859.0,2627.0,3752.0,1579.0,2097.0,2998.0,1446.0,1878.0,2704.0,6148.0,6508.0,7006.0,6013.0,6323.0,6826.0,5941.0,6233.0,6768.0,1157.0,2083.0,3403.0,815.0,1466.0,2573.0,652.0,1200.0,2250.0,1122.0,2061.0,3401.0,770.0,1436.0,2570.0,603.0,1165.0,2247.0,5701.0,6391.0,7271.0,5453.0,6063.0,7062.0,5323.0,5887.0,6972.0,7247.0,7843.0,8572.0,7042.0,7633.0,8572.0,6928.0,7492.0,8572.0,7283.0,7863.0,8572.0,7079.0,7655.0,8572.0,6966.0,7515.0,8572.0,4374.0,4814.0,5439.0,4217.0,4476.0,4932.0,4144.0,4348.0,4738.0,5916.0,6511.0,7275.0,5723.0,6227.0,7068.0,5615.0,6080.0,6978.0,1333.0,2186.0,3419.0,1033.0,1602.0,2590.0,888.0,1358.0,2269.0,3673.0,4433.0,5442.0,3423.0,3996.0,4936.0,3293.0,3795.0,4743.0,4374.0,4814.0,5439.0,4217.0,4476.0,4932.0,4144.0,4348.0,4738.0,8358.0,8454.0,8572.0,8322.0,8417.0,8572.0,8304.0,8399.0,8572.0,3733.0,4456.0,5442.0,3493.0,4031.0,4936.0,3371.0,3840.0,4743.0,3950.0,4655.0,5601.0,3708.0,4250.0,5141.0,3584.0,4063.0,4962.0,3804.0,4497.0,5442.0,3572.0,4082.0,4936.0,3455.0,3899.0,4743.0
bl_rate_q975__ni_k2_r1,0.0,7818.0,3500.0,6397.0,19238.0,780.0,233.0,4745.0,6351.0,14655.0,19927.0,8229.0,3500.0,5120.0,19927.0,32258.0,5985.0,6765.0,7575.0,21651.0,22451.0,23835.0,5397.0,6167.0,7488.0,580.0,724.0,958.0,785.0,785.0,8627.0,999.0,3635.0,3635.0,717.0,1555.0,3123.0,21651.0,22451.0,23835.0,5397.0,6167.0,7488.0,580.0,724.0,958.0,22249.0,22845.0,24184.0,7818.0,7818.0,9048.0,7818.0,7818.0,7954.0,21689.0,22488.0,23868.0,7889.0,8538.0,9702.0,3923.0,4034.0,4225.0,22704.0,23435.0,24692.0,10337.0,10916.0,11978.0,6772.0,6875.0,7054.0,30040.0,30295.0,30732.0,21843.0,22187.0,22745.0,19490.0,19563.0,19676.0,21660.0,22460.0,23844.0,5927.0,6660.0,7943.0,1322.0,1461.0,1682.0,21651.0,22451.0,23835.0,5566.0,6324.0,7633.0,804.0,947.0,1177.0,26248.0,26790.0,27705.0,10101.0,10806.0,11980.0,5323.0,5462.0,5683.0,27794.0,28242.0,29006.0,11690.0,12376.0,13490.0,6928.0,7067.0,7283.0,35876.0,35876.0,35876.0,19925.0,20497.0,21363.0,15225.0,15349.0,15542.0,27504.0,27992.0,28814.0,21802.0,22116.0,22669.0,20125.0,20175.0,20266.0,26272.0,26813.0,27724.0,12579.0,13163.0,14180.0,8650.0,8756.0,8934.0,21689.0,22488.0,23868.0,7889.0,8538.0,9702.0,3923.0,4034.0,4225.0,24084.0,24754.0,25890.0,9722.0,10361.0,11473.0,5573.0,5689.0,5884.0,27504.0,27992.0,28814.0,21802.0,22116.0,22669.0,20125.0,20175.0,20266.0,35876.0,35876.0,35876.0,33121.0,33228.0,33374.0,32337.0,32357.0,32391.0,24089.0,24758.0,25891.0,10349.0,10967.0,12048.0,6406.0,6516.0,6699.0,24637.0,25262.0,26336.0,11117.0,11713.0,12774.0,7198.0,7308.0,7500.0,24432.0,25085.0,26181.0,11637.0,12212.0,13236.0,7964.0,8069.0,8243.0
bl_rate_q975__ni_k2_r2,0.0,13161.0,5837.0,10311.0,27881.0,1278.0,394.0,4745.0,6351.0,14655.0,31616.0,10566.0,5837.0,6846.0,31616.0,46999.0,8322.0,9536.0,11049.0,21651.0,40529.0,41913.0,5397.0,10476.0,12596.0,580.0,1149.0,1538.0,785.0,785.0,8627.0,1094.0,5060.0,5060.0,938.0,2199.0,4735.0,21651.0,40529.0,41913.0,5397.0,10476.0,12596.0,580.0,1149.0,1538.0,27592.0,40923.0,42262.0,13161.0,13161.0,15142.0,13161.0,13161.0,13383.0,24026.0,40566.0,41946.0,10226.0,14566.0,16411.0,6260.0,6730.0,7047.0,26618.0,41513.0,42770.0,14251.0,18157.0,19821.0,10686.0,11118.0,11408.0,38683.0,48373.0,48810.0,30486.0,32990.0,33954.0,28133.0,28425.0,28605.0,22158.0,40538.0,41922.0,6425.0,11326.0,13393.0,1820.0,2368.0,2738.0,21812.0,40529.0,41913.0,5727.0,10746.0,12848.0,965.0,1527.0,1909.0,26248.0,44868.0,45783.0,10101.0,15115.0,17088.0,5323.0,5887.0,6263.0,27794.0,46320.0,47084.0,11690.0,16685.0,18598.0,6928.0,7492.0,7863.0,35876.0,53954.0,53954.0,19925.0,24806.0,26471.0,15225.0,15774.0,16122.0,39193.0,46070.0,46892.0,33491.0,35345.0,36194.0,31814.0,32018.0,32163.0,28609.0,44891.0,45802.0,14916.0,19191.0,20889.0,10987.0,11452.0,11756.0,24026.0,40566.0,41946.0,10226.0,14566.0,16411.0,6260.0,6730.0,7047.0,25810.0,42832.0,43968.0,11448.0,15947.0,17780.0,7299.0,7801.0,8132.0,39193.0,46070.0,46892.0,33491.0,35345.0,36194.0,31814.0,32018.0,32163.0,50617.0,53954.0,53954.0,47862.0,48753.0,49048.0,47078.0,47173.0,47228.0,26426.0,42836.0,43969.0,12686.0,16995.0,18757.0,8743.0,9212.0,9521.0,27408.0,43340.0,44414.0,13888.0,18102.0,19836.0,9969.0,10448.0,10767.0,27906.0,43163.0,44259.0,15111.0,19113.0,20768.0,11438.0,11882.0,12172.0
bl_rate_q975__ni_k2_r4,0.0,15461.0,9368.0,16585.0,42281.0,2044.0,646.0,4745.0,6351.0,14655.0,51299.0,14097.0,9368.0,9460.0,51299.0,71918.0,11853.0,13883.0,16476.0,21651.0,40529.0,72373.0,5397.0,10476.0,19824.0,580.0,1149.0,2247.0,785.0,785.0,8627.0,1094.0,5060.0,5060.0,1004.0,2496.0,5928.0,21651.0,40529.0,72373.0,5397.0,10476.0,19824.0,580.0,1149.0,2247.0,29892.0,43223.0,72722.0,15461.0,15461.0,24031.0,15461.0,15461.0,16321.0,27557.0,44097.0,72406.0,13757.0,18097.0,26245.0,9791.0,10261.0,11172.0,32892.0,47787.0,73230.0,20525.0,24431.0,31727.0,16960.0,17392.0,18218.0,53083.0,62773.0,79270.0,44886.0,47390.0,52080.0,42533.0,42825.0,43360.0,22924.0,41304.0,72382.0,7191.0,12092.0,21183.0,2586.0,3134.0,4184.0,22064.0,40781.0,72373.0,5979.0,10998.0,20262.0,1217.0,1779.0,2861.0,26248.0,44868.0,76243.0,10101.0,15115.0,24316.0,5323.0,5887.0,6972.0,27794.0,46320.0,77544.0,11690.0,16685.0,25826.0,6928.0,7492.0,8572.0,35876.0,53954.0,84414.0,19925.0,24806.0,33699.0,15225.0,15774.0,16831.0,58876.0,65753.0,77352.0,53174.0,55028.0,58425.0,51497.0,51701.0,52091.0,32140.0,48422.0,76262.0,18447.0,22722.0,30723.0,14518.0,14983.0,15881.0,27557.0,44097.0,72406.0,13757.0,18097.0,26245.0,9791.0,10261.0,11172.0,28424.0,45446.0,74428.0,14062.0,18561.0,26930.0,9913.0,10415.0,11363.0,58876.0,65753.0,77352.0,53174.0,55028.0,58425.0,51497.0,51701.0,52091.0,75536.0,78873.0,84414.0,72781.0,73672.0,75244.0,71997.0,72092.0,72265.0,29957.0,46367.0,74429.0,16217.0,20526.0,28591.0,12274.0,12743.0,13646.0,31755.0,47687.0,74874.0,18235.0,22449.0,30272.0,14316.0,14795.0,15694.0,33333.0,48590.0,74719.0,20538.0,24540.0,32024.0,16865.0,17309.0,18153.0
bl_rate_q975__ni_k3_r1,0.0,6019.0,1048.0,2534.0,11383.0,261.0,64.0,4745.0,6351.0,14655.0,9498.0,5777.0,1048.0,3290.0,9498.0,19062.0,3533.0,4101.0,4183.0,5700.0,6500.0,7884.0,5397.0,5595.0,6050.0,580.0,648.0,754.0,427.0,427.0,2582.0,814.0,2312.0,2312.0,496.0,998.0,1745.0,5700.0,6500.0,7884.0,5397.0,5595.0,6050.0,580.0,648.0,754.0,6298.0,6894.0,8233.0,6019.0,6019.0,6463.0,6019.0,6019.0,6056.0,5738.0,6537.0,7917.0,5437.0,5634.0,6089.0,1471.0,1530.0,1623.0,6753.0,7484.0,8741.0,6474.0,6650.0,7075.0,2909.0,2964.0,3050.0,14089.0,14344.0,14781.0,13988.0,14045.0,14174.0,11635.0,11673.0,11719.0,5709.0,6509.0,7893.0,5408.0,5606.0,6061.0,803.0,870.0,971.0,5700.0,6500.0,7884.0,5397.0,5595.0,6050.0,635.0,703.0,807.0,10297.0,10839.0,11754.0,10101.0,10234.0,10542.0,5323.0,5386.0,5479.0,11843.0,12291.0,13055.0,11690.0,11804.0,12052.0,6928.0,6991.0,7079.0,19925.0,19925.0,19925.0,19925.0,19925.0,19925.0,15225.0,15273.0,15338.0,11553.0,12041.0,12863.0,11373.0,11493.0,11755.0,9696.0,9725.0,9771.0,10321.0,10862.0,11773.0,10127.0,10259.0,10567.0,6198.0,6252.0,6332.0,5738.0,6537.0,7917.0,5437.0,5634.0,6089.0,1471.0,1530.0,1623.0,8133.0,8803.0,9939.0,7892.0,8059.0,8431.0,3743.0,3804.0,3894.0,11553.0,12041.0,12863.0,11373.0,11493.0,11755.0,9696.0,9725.0,9771.0,19925.0,19925.0,19925.0,19925.0,19925.0,19925.0,19141.0,19149.0,19159.0,8138.0,8807.0,9940.0,7897.0,8063.0,8435.0,3954.0,4012.0,4097.0,8686.0,9311.0,10385.0,8453.0,8607.0,8967.0,4534.0,4593.0,4681.0,8481.0,9134.0,10230.0,8245.0,8405.0,8769.0,4572.0,4629.0,4709.0
bl_rate_q975__ni_k3_r2,0.0,10900.0,1786.0,3685.0,13817.0,439.0,124.0,4745.0,6351.0,14655.0,12645.0,6515.0,1786.0,3839.0,12645.0,23052.0,4271.0,4922.0,5222.0,6272.0,11381.0,12765.0,5397.0,10476.0,10931.0,580.0,1149.0,1330.0,447.0,447.0,3009.0,989.0,3623.0,3623.0,783.0,1646.0,3020.0,6272.0,11381.0,12765.0,5397.0,10476.0,10931.0,580.0,1149.0,1330.0,11179.0,11775.0,13114.0,10900.0,10900.0,11344.0,10900.0,10900.0,10937.0,6928.0,11418.0,12798.0,6175.0,10515.0,10970.0,2209.0,2679.0,2831.0,8307.0,12365.0,13622.0,7625.0,11531.0,11956.0,4060.0,4492.0,4632.0,16810.0,19225.0,19662.0,16422.0,18926.0,19055.0,14069.0,14361.0,14440.0,6422.0,11390.0,12774.0,5586.0,10487.0,10942.0,981.0,1529.0,1701.0,6320.0,11381.0,12765.0,5457.0,10476.0,10931.0,695.0,1257.0,1434.0,10869.0,15720.0,16635.0,10101.0,15115.0,15423.0,5323.0,5887.0,6055.0,12415.0,17172.0,17936.0,11690.0,16685.0,16933.0,6928.0,7492.0,7655.0,20497.0,24806.0,24806.0,19925.0,24806.0,24806.0,15225.0,15774.0,15914.0,14894.0,16922.0,17744.0,14520.0,16374.0,16636.0,12843.0,13047.0,13115.0,11511.0,15743.0,16654.0,10865.0,15140.0,15448.0,6936.0,7401.0,7540.0,6928.0,11418.0,12798.0,6175.0,10515.0,10970.0,2209.0,2679.0,2831.0,9154.0,13684.0,14820.0,8441.0,12940.0,13312.0,4292.0,4794.0,4948.0,14894.0,16922.0,17744.0,14520.0,16374.0,16636.0,12843.0,13047.0,13115.0,24022.0,24806.0,24806.0,23915.0,24806.0,24806.0,23131.0,23226.0,23244.0,9328.0,13688.0,14821.0,8635.0,12944.0,13316.0,4692.0,5161.0,5305.0,9949.0,14192.0,15266.0,9274.0,13488.0,13848.0,5355.0,5834.0,5983.0,9935.0,14015.0,15111.0,9284.0,13286.0,13650.0,5611.0,6055.0,6190.0
bl_rate_q975__ni_k3_r4,0.0,11667.0,2986.0,5707.0,18149.0,696.0,208.0,4745.0,6351.0,14655.0,18403.0,7715.0,2986.0,4735.0,18403.0,30373.0,5471.0,6352.0,6995.0,7138.0,13046.0,21658.0,5397.0,10476.0,19824.0,580.0,1149.0,2247.0,470.0,470.0,3397.0,995.0,3837.0,3837.0,976.0,2278.0,4690.0,7138.0,13046.0,21658.0,5397.0,10476.0,19824.0,580.0,1149.0,2247.0,12732.0,14079.0,22007.0,11667.0,11667.0,20237.0,11667.0,11667.0,12527.0,8837.0,14008.0,21691.0,7375.0,11715.0,19863.0,3409.0,3879.0,4790.0,10966.0,15626.0,22515.0,9647.0,13553.0,20849.0,6082.0,6514.0,7340.0,21571.0,24392.0,28555.0,20754.0,23258.0,27948.0,18401.0,18693.0,19228.0,7507.0,13259.0,21667.0,5843.0,10744.0,19835.0,1238.0,1786.0,2836.0,7258.0,13112.0,21658.0,5541.0,10560.0,19824.0,779.0,1341.0,2423.0,11735.0,17385.0,25528.0,10101.0,15115.0,24316.0,5323.0,5887.0,6972.0,13281.0,18837.0,26829.0,11690.0,16685.0,25826.0,6928.0,7492.0,8572.0,21363.0,26471.0,33699.0,19925.0,24806.0,33699.0,15225.0,15774.0,16831.0,20943.0,23267.0,26637.0,20278.0,22132.0,25529.0,18601.0,18805.0,19195.0,13420.0,18333.0,25547.0,12065.0,16340.0,24341.0,8136.0,8601.0,9499.0,8837.0,14008.0,21691.0,7375.0,11715.0,19863.0,3409.0,3879.0,4790.0,10790.0,16041.0,23713.0,9337.0,13836.0,22205.0,5188.0,5690.0,6638.0,20943.0,23267.0,26637.0,20278.0,22132.0,25529.0,18601.0,18805.0,19195.0,31489.0,32422.0,33699.0,31236.0,32127.0,33699.0,30452.0,30547.0,30720.0,11237.0,16278.0,23714.0,9835.0,14144.0,22209.0,5892.0,6361.0,7264.0,12080.0,16996.0,24159.0,10704.0,14918.0,22741.0,6785.0,7264.0,8163.0,12368.0,17079.0,24004.0,11057.0,15059.0,22543.0,7384.0,7828.0,8672.0
bl_rate_q975__ni_k5_r1,0.0,1319.0,199.0,1296.0,9002.0,49.0,9.0,4745.0,6351.0,14655.0,6414.0,4928.0,199.0,2647.0,6414.0,15146.0,2684.0,3234.0,3066.0,1000.0,1800.0,3184.0,697.0,895.0,1350.0,580.0,600.0,641.0,83.0,83.0,433.0,251.0,534.0,534.0,232.0,373.0,561.0,1000.0,1800.0,3184.0,697.0,895.0,1350.0,580.0,600.0,641.0,1598.0,2194.0,3533.0,1319.0,1319.0,1763.0,1319.0,1319.0,1356.0,1038.0,1837.0,3217.0,737.0,934.0,1389.0,622.0,642.0,683.0,2053.0,2784.0,4041.0,1774.0,1950.0,2375.0,1671.0,1689.0,1728.0,9389.0,9644.0,10081.0,9288.0,9345.0,9474.0,9254.0,9263.0,9273.0,1009.0,1809.0,3193.0,708.0,906.0,1361.0,591.0,611.0,652.0,1000.0,1800.0,3184.0,697.0,895.0,1350.0,580.0,600.0,641.0,5597.0,6139.0,7054.0,5401.0,5534.0,5842.0,5323.0,5338.0,5366.0,7143.0,7591.0,8355.0,6990.0,7104.0,7352.0,6928.0,6943.0,6966.0,15225.0,15225.0,15225.0,15225.0,15225.0,15225.0,15225.0,15225.0,15225.0,6853.0,7341.0,8163.0,6673.0,6793.0,7055.0,6612.0,6625.0,6646.0,5621.0,6162.0,7073.0,5427.0,5559.0,5867.0,5349.0,5364.0,5392.0,1038.0,1837.0,3217.0,737.0,934.0,1389.0,622.0,642.0,683.0,3433.0,4103.0,5239.0,3192.0,3359.0,3731.0,3100.0,3119.0,3152.0,6853.0,7341.0,8163.0,6673.0,6793.0,7055.0,6612.0,6625.0,6646.0,15225.0,15225.0,15225.0,15225.0,15225.0,15225.0,15225.0,15225.0,15225.0,3438.0,4107.0,5240.0,3197.0,3363.0,3735.0,3105.0,3124.0,3157.0,3986.0,4611.0,5685.0,3753.0,3907.0,4267.0,3667.0,3685.0,3717.0,3781.0,4434.0,5530.0,3545.0,3705.0,4069.0,3455.0,3474.0,3506.0
bl_rate_q975__ni_k5_r2,0.0,1868.0,298.0,1431.0,9268.0,70.0,16.0,4745.0,6351.0,14655.0,6772.0,5027.0,298.0,2713.0,6772.0,15600.0,2783.0,3322.0,3190.0,1124.0,2349.0,3733.0,745.0,1444.0,1899.0,580.0,1149.0,1190.0,91.0,91.0,525.0,309.0,730.0,730.0,408.0,648.0,939.0,1124.0,2349.0,3733.0,745.0,1444.0,1899.0,580.0,1149.0,1190.0,2147.0,2743.0,4082.0,1868.0,1868.0,2312.0,1868.0,1868.0,1905.0,1228.0,2386.0,3766.0,875.0,1483.0,1938.0,721.0,1191.0,1232.0,2273.0,3333.0,4590.0,1946.0,2499.0,2924.0,1806.0,2238.0,2277.0,9719.0,10193.0,10630.0,9583.0,9894.0,10023.0,9520.0,9812.0,9822.0,1149.0,2358.0,3742.0,776.0,1455.0,1910.0,612.0,1160.0,1201.0,1130.0,2349.0,3733.0,752.0,1444.0,1899.0,587.0,1149.0,1190.0,5721.0,6688.0,7603.0,5449.0,6083.0,6391.0,5323.0,5887.0,5915.0,7267.0,8140.0,8904.0,7038.0,7653.0,7901.0,6928.0,7492.0,7515.0,15349.0,15774.0,15774.0,15273.0,15774.0,15774.0,15225.0,15774.0,15774.0,7248.0,7890.0,8712.0,7047.0,7342.0,7604.0,6970.0,7174.0,7195.0,5811.0,6711.0,7622.0,5565.0,6108.0,6416.0,5448.0,5913.0,5941.0,1228.0,2386.0,3766.0,875.0,1483.0,1938.0,721.0,1191.0,1232.0,3596.0,4652.0,5788.0,3300.0,3908.0,4280.0,3166.0,3668.0,3701.0,7248.0,7890.0,8712.0,7047.0,7342.0,7604.0,6970.0,7174.0,7195.0,15699.0,15774.0,15774.0,15687.0,15774.0,15774.0,15679.0,15774.0,15774.0,3628.0,4656.0,5789.0,3335.0,3912.0,4284.0,3204.0,3673.0,3706.0,4166.0,5160.0,6234.0,3882.0,4456.0,4816.0,3755.0,4234.0,4266.0,3991.0,4983.0,6079.0,3707.0,4254.0,4618.0,3579.0,4023.0,4055.0
